Sexo;Universidad;Ámbito de estudio ISCED 1999;Total
Hombres;Pontificia Comillas;621 - Producción agrícola y explotación ganadera;..
Hombres;Pontificia Comillas;623 - Silvicultura;..
Hombres;Pontificia Comillas;641 - Veterinaria;..
Hombres;Pontificia Comillas;Total Salud y servicios sociales;185
Hombres;Pontificia Comillas;720 - Salud;..
Hombres;Pontificia Comillas;721 - Medicina;..
Hombres;Pontificia Comillas;723 - Enfermería y atención a enfermos;76
Hombres;Pontificia Comillas;724 - Estudios dentales;..
Hombres;Pontificia Comillas;725 - Tecnología de diagnóstico y tratamiento médico;..
Hombres;Pontificia Comillas;726 - Terapia y rehabilitación;94
Hombres;Pontificia Comillas;727 - Farmacia;..
Hombres;Pontificia Comillas;762 - Trabajo social y orientación;15
Hombres;Pontificia Comillas;Total Servicios;..
Hombres;Pontificia Comillas;811 - Hostelería;..
Hombres;Pontificia Comillas;812 - Viajes, turismo y ocio;..
Hombres;Pontificia Comillas;813 - Deportes;..
Hombres;Pontificia Comillas;840 - Servicios de transporte;..
Hombres;Pontificia Comillas;851 - Control y tecnología medioambiental;..
Hombres;Pontificia de Salamanca;Total Ámbito;1.861
Hombres;Pontificia de Salamanca;Total Educación;397
Hombres;Pontificia de Salamanca;140 - Formación de personal docente y ciencias de la educación;14
Hombres;Pontificia de Salamanca;142 - Ciencias de la educación;11
Hombres;Pontificia de Salamanca;143 - Formación de docentes de enseñanza infantil;20
Hombres;Pontificia de Salamanca;144 - Formación de docentes de enseñanza primaria;352
Hombres;Pontificia de Salamanca;145 - Formación de docentes de enseñanza de temas especiales;..
Hombres;Pontificia de Salamanca;146 - Formación de docentes de formación profesional;..
Hombres;Pontificia de Salamanca;Total Artes y humanidades;122
Hombres;Pontificia de Salamanca;211 - Bellas artes;..
Hombres;Pontificia de Salamanca;212 - Música y artes del espectáculo;..
Hombres;Pontificia de Salamanca;213 - Técnicas audiovisuales y medios de comunicación;87
Hombres;Pontificia de Salamanca;214 - Diseño;..
Hombres;Pontificia de Salamanca;220 - Humanidades;10
Hombres;Pontificia de Salamanca;221 - Religión;..
Hombres;Pontificia de Salamanca;222 - Lenguas extranjeras;2
Hombres;Pontificia de Salamanca;223 - Lenguas y dialectos españoles;..
Hombres;Pontificia de Salamanca;225 - Historia y arqueología;..
Hombres;Pontificia de Salamanca;226 - Filosofía y ética;23
Hombres;Pontificia de Salamanca;Total Ciencias sociales, educación comercial y derecho;283
Hombres;Pontificia de Salamanca;311 - Psicología;131
Hombres;Pontificia de Salamanca;312 - Sociología, antropología y geografía social y cultural;..
Hombres;Pontificia de Salamanca;313 - Ciencias políticas;..
Hombres;Pontificia de Salamanca;314 - Economía;..
Hombres;Pontificia de Salamanca;320 - Periodismo e información;..
Hombres;Pontificia de Salamanca;321 - Periodismo;58
Hombres;Pontificia de Salamanca;322 - Biblioteconomía, documentación y archivos;..
Hombres;Pontificia de Salamanca;342 - Marketing y publicidad;78
Hombres;Pontificia de Salamanca;343 - Finanzas, banca y seguros;..
Hombres;Pontificia de Salamanca;345 - Administración y gestión de empresas;16
Hombres;Pontificia de Salamanca;380 - Derecho;..
Hombres;Pontificia de Salamanca;Total Ciencias;169
Hombres;Pontificia de Salamanca;421 - Biología y Bioquímica;..
Hombres;Pontificia de Salamanca;422 - Ciencias del medio ambiente;..
Hombres;Pontificia de Salamanca;442 - Química;..
Hombres;Pontificia de Salamanca;443 - Geología y meteorología;..
Hombres;Pontificia de Salamanca;462 - Estadística;..
Hombres;Pontificia de Salamanca;481 - Ciencias de la computación;169
Hombres;Pontificia de Salamanca;Total Ingeniería, industria y construcción;58
Hombres;Pontificia de Salamanca;520 - Ingeniería y profesiones afines;..
Hombres;Pontificia de Salamanca;521 - Mecánica y metalurgia;..
Hombres;Pontificia de Salamanca;522 - Electricidad y energía;..
Hombres;Pontificia de Salamanca;523 - Electrónica y automática;..
Hombres;Pontificia de Salamanca;524 - Procesos químicos;..
Hombres;Pontificia de Salamanca;525 - Vehículos de motor, barcos y aeronaves;..
Hombres;Pontificia de Salamanca;541 - Industria de la alimentación;..
Hombres;Pontificia de Salamanca;544 - Minería y extracción;..
Hombres;Pontificia de Salamanca;581 - Arquitectura y urbanismo;58
Hombres;Pontificia de Salamanca;582 - Construcción e ingeniería civil;..
Hombres;Pontificia de Salamanca;Total Agricultura y veterinaria;..
Hombres;Pontificia de Salamanca;621 - Producción agrícola y explotación ganadera;..
Hombres;Pontificia de Salamanca;623 - Silvicultura;..
Hombres;Pontificia de Salamanca;641 - Veterinaria;..
Hombres;Pontificia de Salamanca;Total Salud y servicios sociales;260
Hombres;Pontificia de Salamanca;720 - Salud;..
Hombres;Pontificia de Salamanca;721 - Medicina;..
Hombres;Pontificia de Salamanca;723 - Enfermería y atención a enfermos;123
Hombres;Pontificia de Salamanca;724 - Estudios dentales;..
Hombres;Pontificia de Salamanca;725 - Tecnología de diagnóstico y tratamiento médico;..
Hombres;Pontificia de Salamanca;726 - Terapia y rehabilitación;137
Hombres;Pontificia de Salamanca;727 - Farmacia;..
Hombres;Pontificia de Salamanca;762 - Trabajo social y orientación;..
Hombres;Pontificia de Salamanca;Total Servicios;572
Hombres;Pontificia de Salamanca;811 - Hostelería;..
Hombres;Pontificia de Salamanca;812 - Viajes, turismo y ocio;..
Hombres;Pontificia de Salamanca;813 - Deportes;572
Hombres;Pontificia de Salamanca;840 - Servicios de transporte;..
Hombres;Pontificia de Salamanca;851 - Control y tecnología medioambiental;..
Hombres;Ramón Llull;Total Ámbito;6.278
Hombres;Ramón Llull;Total Educación;250
Hombres;Ramón Llull;140 - Formación de personal docente y ciencias de la educación;84
Hombres;Ramón Llull;142 - Ciencias de la educación;..
Hombres;Ramón Llull;143 - Formación de docentes de enseñanza infantil;22
Hombres;Ramón Llull;144 - Formación de docentes de enseñanza primaria;144
Hombres;Ramón Llull;145 - Formación de docentes de enseñanza de temas especiales;..
Hombres;Ramón Llull;146 - Formación de docentes de formación profesional;..
Hombres;Ramón Llull;Total Artes y humanidades;190
Hombres;Ramón Llull;211 - Bellas artes;..
Hombres;Ramón Llull;212 - Música y artes del espectáculo;..
Hombres;Ramón Llull;213 - Técnicas audiovisuales y medios de comunicación;52
Hombres;Ramón Llull;214 - Diseño;122
Hombres;Ramón Llull;220 - Humanidades;..
Hombres;Ramón Llull;221 - Religión;..
Hombres;Ramón Llull;222 - Lenguas extranjeras;..
Hombres;Ramón Llull;223 - Lenguas y dialectos españoles;..
Hombres;Ramón Llull;225 - Historia y arqueología;..
Hombres;Ramón Llull;226 - Filosofía y ética;16
Hombres;Ramón Llull;Total Ciencias sociales, educación comercial y derecho;3.075
Hombres;Ramón Llull;311 - Psicología;139
Hombres;Ramón Llull;312 - Sociología, antropología y geografía social y cultural;..
Hombres;Ramón Llull;313 - Ciencias políticas;57
Hombres;Ramón Llull;314 - Economía;..
Hombres;Ramón Llull;320 - Periodismo e información;181
Hombres;Ramón Llull;321 - Periodismo;117
Hombres;Ramón Llull;322 - Biblioteconomía, documentación y archivos;..
Hombres;Ramón Llull;342 - Marketing y publicidad;79
Hombres;Ramón Llull;343 - Finanzas, banca y seguros;..
Hombres;Ramón Llull;345 - Administración y gestión de empresas;2.355
Hombres;Ramón Llull;380 - Derecho;147
Hombres;Ramón Llull;Total Ciencias;333
Hombres;Ramón Llull;421 - Biología y Bioquímica;..
Hombres;Ramón Llull;422 - Ciencias del medio ambiente;..
Hombres;Ramón Llull;442 - Química;77
Hombres;Ramón Llull;443 - Geología y meteorología;..
Hombres;Ramón Llull;462 - Estadística;..
Hombres;Ramón Llull;481 - Ciencias de la computación;256
Hombres;Ramón Llull;Total Ingeniería, industria y construcción;1.309
Hombres;Ramón Llull;520 - Ingeniería y profesiones afines;408
Hombres;Ramón Llull;521 - Mecánica y metalurgia;..
Hombres;Ramón Llull;522 - Electricidad y energía;..
Hombres;Ramón Llull;523 - Electrónica y automática;316
Hombres;Ramón Llull;524 - Procesos químicos;80
Hombres;Ramón Llull;525 - Vehículos de motor, barcos y aeronaves;..
Hombres;Ramón Llull;541 - Industria de la alimentación;..
Hombres;Ramón Llull;544 - Minería y extracción;..
Hombres;Ramón Llull;581 - Arquitectura y urbanismo;505
Hombres;Ramón Llull;582 - Construcción e ingeniería civil;..
Hombres;Ramón Llull;Total Agricultura y veterinaria;..
Hombres;Ramón Llull;621 - Producción agrícola y explotación ganadera;..
Hombres;Ramón Llull;623 - Silvicultura;..
Hombres;Ramón Llull;641 - Veterinaria;..
Hombres;Ramón Llull;Total Salud y servicios sociales;485
Hombres;Ramón Llull;720 - Salud;..
Hombres;Ramón Llull;721 - Medicina;..
Hombres;Ramón Llull;723 - Enfermería y atención a enfermos;56
Hombres;Ramón Llull;724 - Estudios dentales;..
Hombres;Ramón Llull;725 - Tecnología de diagnóstico y tratamiento médico;..
Hombres;Ramón Llull;726 - Terapia y rehabilitación;384
Hombres;Ramón Llull;727 - Farmacia;19
Hombres;Ramón Llull;762 - Trabajo social y orientación;26
Hombres;Ramón Llull;Total Servicios;636
Hombres;Ramón Llull;811 - Hostelería;..
Hombres;Ramón Llull;812 - Viajes, turismo y ocio;78
Hombres;Ramón Llull;813 - Deportes;558
Hombres;Ramón Llull;840 - Servicios de transporte;..
Hombres;Ramón Llull;851 - Control y tecnología medioambiental;..
Hombres;San Jorge;Total Ámbito;969
Hombres;San Jorge;Total Educación;..
Hombres;San Jorge;140 - Formación de personal docente y ciencias de la educación;..
Hombres;San Jorge;142 - Ciencias de la educación;..
Hombres;San Jorge;143 - Formación de docentes de enseñanza infantil;..
Hombres;San Jorge;144 - Formación de docentes de enseñanza primaria;..
Hombres;San Jorge;145 - Formación de docentes de enseñanza de temas especiales;..
Hombres;San Jorge;146 - Formación de docentes de formación profesional;..
Hombres;San Jorge;Total Artes y humanidades;35
Hombres;San Jorge;211 - Bellas artes;..
Hombres;San Jorge;212 - Música y artes del espectáculo;..
Hombres;San Jorge;213 - Técnicas audiovisuales y medios de comunicación;29
Hombres;San Jorge;214 - Diseño;..
Hombres;San Jorge;220 - Humanidades;..
Hombres;San Jorge;221 - Religión;..
Hombres;San Jorge;222 - Lenguas extranjeras;6
Hombres;San Jorge;223 - Lenguas y dialectos españoles;..
Hombres;San Jorge;225 - Historia y arqueología;..
Hombres;San Jorge;226 - Filosofía y ética;..
Hombres;San Jorge;Total Ciencias sociales, educación comercial y derecho;110
Hombres;San Jorge;311 - Psicología;..
Hombres;San Jorge;312 - Sociología, antropología y geografía social y cultural;..
Hombres;San Jorge;313 - Ciencias políticas;..
Hombres;San Jorge;314 - Economía;..
Hombres;San Jorge;320 - Periodismo e información;..
Hombres;San Jorge;321 - Periodismo;42
Hombres;San Jorge;322 - Biblioteconomía, documentación y archivos;..
Hombres;San Jorge;342 - Marketing y publicidad;28
Hombres;San Jorge;343 - Finanzas, banca y seguros;..
Hombres;San Jorge;345 - Administración y gestión de empresas;40
Hombres;San Jorge;380 - Derecho;..
Hombres;San Jorge;Total Ciencias;78
Hombres;San Jorge;421 - Biología y Bioquímica;..
Hombres;San Jorge;422 - Ciencias del medio ambiente;..
Hombres;San Jorge;442 - Química;..
Hombres;San Jorge;443 - Geología y meteorología;..
Hombres;San Jorge;462 - Estadística;..
Hombres;San Jorge;481 - Ciencias de la computación;78
Hombres;San Jorge;Total Ingeniería, industria y construcción;103
Hombres;San Jorge;520 - Ingeniería y profesiones afines;..
Hombres;San Jorge;521 - Mecánica y metalurgia;..
Hombres;San Jorge;522 - Electricidad y energía;..
Hombres;San Jorge;523 - Electrónica y automática;..
Hombres;San Jorge;524 - Procesos químicos;..
Hombres;San Jorge;525 - Vehículos de motor, barcos y aeronaves;..
Hombres;San Jorge;541 - Industria de la alimentación;..
Hombres;San Jorge;544 - Minería y extracción;..
Hombres;San Jorge;581 - Arquitectura y urbanismo;103
Hombres;San Jorge;582 - Construcción e ingeniería civil;..
Hombres;San Jorge;Total Agricultura y veterinaria;..
Hombres;San Jorge;621 - Producción agrícola y explotación ganadera;..
Hombres;San Jorge;623 - Silvicultura;..
Hombres;San Jorge;641 - Veterinaria;..
Hombres;San Jorge;Total Salud y servicios sociales;447
Hombres;San Jorge;720 - Salud;..
Hombres;San Jorge;721 - Medicina;..
Hombres;San Jorge;723 - Enfermería y atención a enfermos;80
Hombres;San Jorge;724 - Estudios dentales;..
Hombres;San Jorge;725 - Tecnología de diagnóstico y tratamiento médico;..
Hombres;San Jorge;726 - Terapia y rehabilitación;300
Hombres;San Jorge;727 - Farmacia;67
Hombres;San Jorge;762 - Trabajo social y orientación;..
Hombres;San Jorge;Total Servicios;196
Hombres;San Jorge;811 - Hostelería;..
Hombres;San Jorge;812 - Viajes, turismo y ocio;..
Hombres;San Jorge;813 - Deportes;196
Hombres;San Jorge;840 - Servicios de transporte;..
Hombres;San Jorge;851 - Control y tecnología medioambiental;..
Hombres;San Pablo-CEU;Total Ámbito;2.964
Hombres;San Pablo-CEU;Total Educación;10
Hombres;San Pablo-CEU;140 - Formación de personal docente y ciencias de la educación;..
Hombres;San Pablo-CEU;142 - Ciencias de la educación;..
Hombres;San Pablo-CEU;143 - Formación de docentes de enseñanza infantil;1
Hombres;San Pablo-CEU;144 - Formación de docentes de enseñanza primaria;9
Hombres;San Pablo-CEU;145 - Formación de docentes de enseñanza de temas especiales;..
Hombres;San Pablo-CEU;146 - Formación de docentes de formación profesional;..
Hombres;San Pablo-CEU;Total Artes y humanidades;104
Hombres;San Pablo-CEU;211 - Bellas artes;2
Hombres;San Pablo-CEU;212 - Música y artes del espectáculo;..
Hombres;San Pablo-CEU;213 - Técnicas audiovisuales y medios de comunicación;69
Hombres;San Pablo-CEU;214 - Diseño;..
Hombres;San Pablo-CEU;220 - Humanidades;11
Hombres;San Pablo-CEU;221 - Religión;..
Hombres;San Pablo-CEU;222 - Lenguas extranjeras;..
Hombres;San Pablo-CEU;223 - Lenguas y dialectos españoles;..
Hombres;San Pablo-CEU;225 - Historia y arqueología;22
Hombres;San Pablo-CEU;226 - Filosofía y ética;..
Hombres;San Pablo-CEU;Total Ciencias sociales, educación comercial y derecho;1.559
Hombres;San Pablo-CEU;311 - Psicología;48
Hombres;San Pablo-CEU;312 - Sociología, antropología y geografía social y cultural;67
Hombres;San Pablo-CEU;313 - Ciencias políticas;..
Hombres;San Pablo-CEU;314 - Economía;89
Hombres;San Pablo-CEU;320 - Periodismo e información;..
Hombres;San Pablo-CEU;321 - Periodismo;165
Hombres;San Pablo-CEU;322 - Biblioteconomía, documentación y archivos;..
Hombres;San Pablo-CEU;342 - Marketing y publicidad;88
Hombres;San Pablo-CEU;343 - Finanzas, banca y seguros;..
Hombres;San Pablo-CEU;345 - Administración y gestión de empresas;601
Hombres;San Pablo-CEU;380 - Derecho;501
Hombres;San Pablo-CEU;Total Ciencias;48
Hombres;San Pablo-CEU;421 - Biología y Bioquímica;..
Hombres;San Pablo-CEU;422 - Ciencias del medio ambiente;..
Hombres;San Pablo-CEU;442 - Química;..
Hombres;San Pablo-CEU;443 - Geología y meteorología;..
Hombres;San Pablo-CEU;462 - Estadística;..
Hombres;San Pablo-CEU;481 - Ciencias de la computación;48
Hombres;San Pablo-CEU;Total Ingeniería, industria y construcción;402
Hombres;San Pablo-CEU;520 - Ingeniería y profesiones afines;..
Hombres;San Pablo-CEU;521 - Mecánica y metalurgia;..
Hombres;San Pablo-CEU;522 - Electricidad y energía;..
Hombres;San Pablo-CEU;523 - Electrónica y automática;51
Hombres;San Pablo-CEU;524 - Procesos químicos;35
Hombres;San Pablo-CEU;525 - Vehículos de motor, barcos y aeronaves;..
Hombres;San Pablo-CEU;541 - Industria de la alimentación;..
Hombres;San Pablo-CEU;544 - Minería y extracción;..
Hombres;San Pablo-CEU;581 - Arquitectura y urbanismo;316
Hombres;San Pablo-CEU;582 - Construcción e ingeniería civil;..
Hombres;San Pablo-CEU;Total Agricultura y veterinaria;..
Hombres;San Pablo-CEU;621 - Producción agrícola y explotación ganadera;..
Hombres;San Pablo-CEU;623 - Silvicultura;..
Hombres;San Pablo-CEU;641 - Veterinaria;..
Hombres;San Pablo-CEU;Total Salud y servicios sociales;830
Hombres;San Pablo-CEU;720 - Salud;3
Hombres;San Pablo-CEU;721 - Medicina;277
Hombres;San Pablo-CEU;723 - Enfermería y atención a enfermos;41
Hombres;San Pablo-CEU;724 - Estudios dentales;185
Hombres;San Pablo-CEU;725 - Tecnología de diagnóstico y tratamiento médico;45
Hombres;San Pablo-CEU;726 - Terapia y rehabilitación;117
Hombres;San Pablo-CEU;727 - Farmacia;162
Hombres;San Pablo-CEU;762 - Trabajo social y orientación;..
Hombres;San Pablo-CEU;Total Servicios;11
Hombres;San Pablo-CEU;811 - Hostelería;..
Hombres;San Pablo-CEU;812 - Viajes, turismo y ocio;11
Hombres;San Pablo-CEU;813 - Deportes;..
Hombres;San Pablo-CEU;840 - Servicios de transporte;..
Hombres;San Pablo-CEU;851 - Control y tecnología medioambiental;..
Hombres;Vic-Central de Catalunya;Total Ámbito;2.022
Hombres;Vic-Central de Catalunya;Total Educación;176
Hombres;Vic-Central de Catalunya;140 - Formación de personal docente y ciencias de la educación;32
Hombres;Vic-Central de Catalunya;142 - Ciencias de la educación;..
Hombres;Vic-Central de Catalunya;143 - Formación de docentes de enseñanza infantil;16
Hombres;Vic-Central de Catalunya;144 - Formación de docentes de enseñanza primaria;128
Hombres;Vic-Central de Catalunya;145 - Formación de docentes de enseñanza de temas especiales;..
Hombres;Vic-Central de Catalunya;146 - Formación de docentes de formación profesional;..
Hombres;Vic-Central de Catalunya;Total Artes y humanidades;317
Hombres;Vic-Central de Catalunya;211 - Bellas artes;..
Hombres;Vic-Central de Catalunya;212 - Música y artes del espectáculo;..
Hombres;Vic-Central de Catalunya;213 - Técnicas audiovisuales y medios de comunicación;103
Hombres;Vic-Central de Catalunya;214 - Diseño;193
Hombres;Vic-Central de Catalunya;220 - Humanidades;..
Hombres;Vic-Central de Catalunya;221 - Religión;..
Hombres;Vic-Central de Catalunya;222 - Lenguas extranjeras;21
Hombres;Vic-Central de Catalunya;223 - Lenguas y dialectos españoles;..
Hombres;Vic-Central de Catalunya;225 - Historia y arqueología;..
Hombres;Vic-Central de Catalunya;226 - Filosofía y ética;..
Hombres;Vic-Central de Catalunya;Total Ciencias sociales, educación comercial y derecho;432
Hombres;Vic-Central de Catalunya;311 - Psicología;49
Hombres;Vic-Central de Catalunya;312 - Sociología, antropología y geografía social y cultural;..
Hombres;Vic-Central de Catalunya;313 - Ciencias políticas;..
Hombres;Vic-Central de Catalunya;314 - Economía;..
Hombres;Vic-Central de Catalunya;320 - Periodismo e información;..
Hombres;Vic-Central de Catalunya;321 - Periodismo;102
Hombres;Vic-Central de Catalunya;322 - Biblioteconomía, documentación y archivos;..
Hombres;Vic-Central de Catalunya;342 - Marketing y publicidad;98
Hombres;Vic-Central de Catalunya;343 - Finanzas, banca y seguros;..
Hombres;Vic-Central de Catalunya;345 - Administración y gestión de empresas;183
Hombres;Vic-Central de Catalunya;380 - Derecho;..
Hombres;Vic-Central de Catalunya;Total Ciencias;104
Hombres;Vic-Central de Catalunya;421 - Biología y Bioquímica;82
Hombres;Vic-Central de Catalunya;422 - Ciencias del medio ambiente;17
Hombres;Vic-Central de Catalunya;442 - Química;..
Hombres;Vic-Central de Catalunya;443 - Geología y meteorología;..
Hombres;Vic-Central de Catalunya;462 - Estadística;..
Hombres;Vic-Central de Catalunya;481 - Ciencias de la computación;5
Hombres;Vic-Central de Catalunya;Total Ingeniería, industria y construcción;220
Hombres;Vic-Central de Catalunya;520 - Ingeniería y profesiones afines;90
Hombres;Vic-Central de Catalunya;521 - Mecánica y metalurgia;13
Hombres;Vic-Central de Catalunya;522 - Electricidad y energía;..
Hombres;Vic-Central de Catalunya;523 - Electrónica y automática;24
Hombres;Vic-Central de Catalunya;524 - Procesos químicos;81
Hombres;Vic-Central de Catalunya;525 - Vehículos de motor, barcos y aeronaves;..
Hombres;Vic-Central de Catalunya;541 - Industria de la alimentación;12
Hombres;Vic-Central de Catalunya;544 - Minería y extracción;..
Hombres;Vic-Central de Catalunya;581 - Arquitectura y urbanismo;..
Hombres;Vic-Central de Catalunya;582 - Construcción e ingeniería civil;..
Hombres;Vic-Central de Catalunya;Total Agricultura y veterinaria;..
Hombres;Vic-Central de Catalunya;621 - Producción agrícola y explotación ganadera;..
Hombres;Vic-Central de Catalunya;623 - Silvicultura;..
Hombres;Vic-Central de Catalunya;641 - Veterinaria;..
Hombres;Vic-Central de Catalunya;Total Salud y servicios sociales;395
Hombres;Vic-Central de Catalunya;720 - Salud;..
Hombres;Vic-Central de Catalunya;721 - Medicina;..
Hombres;Vic-Central de Catalunya;723 - Enfermería y atención a enfermos;77
Hombres;Vic-Central de Catalunya;724 - Estudios dentales;..
Hombres;Vic-Central de Catalunya;725 - Tecnología de diagnóstico y tratamiento médico;..
Hombres;Vic-Central de Catalunya;726 - Terapia y rehabilitación;314
Hombres;Vic-Central de Catalunya;727 - Farmacia;..
Hombres;Vic-Central de Catalunya;762 - Trabajo social y orientación;4
Hombres;Vic-Central de Catalunya;Total Servicios;378
Hombres;Vic-Central de Catalunya;811 - Hostelería;..
Hombres;Vic-Central de Catalunya;812 - Viajes, turismo y ocio;2
Hombres;Vic-Central de Catalunya;813 - Deportes;376
Hombres;Vic-Central de Catalunya;840 - Servicios de transporte;..
Hombres;Vic-Central de Catalunya;851 - Control y tecnología medioambiental;..
Hombres;Total Universidades Privadas No Presenciales;Total Ámbito;21.593
Hombres;Total Universidades Privadas No Presenciales;Total Educación;1.983
Hombres;Total Universidades Privadas No Presenciales;140 - Formación de personal docente y ciencias de la educación;403
Hombres;Total Universidades Privadas No Presenciales;142 - Ciencias de la educación;115
Hombres;Total Universidades Privadas No Presenciales;143 - Formación de docentes de enseñanza infantil;237
Hombres;Total Universidades Privadas No Presenciales;144 - Formación de docentes de enseñanza primaria;1.228
Hombres;Total Universidades Privadas No Presenciales;145 - Formación de docentes de enseñanza de temas especiales;..
Hombres;Total Universidades Privadas No Presenciales;146 - Formación de docentes de formación profesional;..
Hombres;Total Universidades Privadas No Presenciales;Total Artes y humanidades;2.870
Hombres;Total Universidades Privadas No Presenciales;211 - Bellas artes;..
Hombres;Total Universidades Privadas No Presenciales;212 - Música y artes del espectáculo;66
Hombres;Total Universidades Privadas No Presenciales;213 - Técnicas audiovisuales y medios de comunicación;1.906
Hombres;Total Universidades Privadas No Presenciales;214 - Diseño;..
Hombres;Total Universidades Privadas No Presenciales;220 - Humanidades;679
Hombres;Total Universidades Privadas No Presenciales;221 - Religión;..
Hombres;Total Universidades Privadas No Presenciales;222 - Lenguas extranjeras;..
Hombres;Total Universidades Privadas No Presenciales;223 - Lenguas y dialectos españoles;145
Hombres;Total Universidades Privadas No Presenciales;225 - Historia y arqueología;74
Hombres;Total Universidades Privadas No Presenciales;226 - Filosofía y ética;..
Hombres;Total Universidades Privadas No Presenciales;Total Ciencias sociales, educación comercial y derecho;11.830
Hombres;Total Universidades Privadas No Presenciales;311 - Psicología;1.679
Hombres;Total Universidades Privadas No Presenciales;312 - Sociología, antropología y geografía social y cultural;1.340
Hombres;Total Universidades Privadas No Presenciales;313 - Ciencias políticas;115
Hombres;Total Universidades Privadas No Presenciales;314 - Economía;49
Hombres;Total Universidades Privadas No Presenciales;320 - Periodismo e información;..
Hombres;Total Universidades Privadas No Presenciales;321 - Periodismo;446
Hombres;Total Universidades Privadas No Presenciales;322 - Biblioteconomía, documentación y archivos;115
Hombres;Total Universidades Privadas No Presenciales;342 - Marketing y publicidad;881
Hombres;Total Universidades Privadas No Presenciales;343 - Finanzas, banca y seguros;..
Hombres;Total Universidades Privadas No Presenciales;345 - Administración y gestión de empresas;4.593
Hombres;Total Universidades Privadas No Presenciales;380 - Derecho;2.612
Hombres;Total Universidades Privadas No Presenciales;Total Ciencias;3.205
Hombres;Total Universidades Privadas No Presenciales;421 - Biología y Bioquímica;..
Hombres;Total Universidades Privadas No Presenciales;422 - Ciencias del medio ambiente;..
Hombres;Total Universidades Privadas No Presenciales;442 - Química;..
Hombres;Total Universidades Privadas No Presenciales;443 - Geología y meteorología;..
Hombres;Total Universidades Privadas No Presenciales;462 - Estadística;..
Hombres;Total Universidades Privadas No Presenciales;481 - Ciencias de la computación;3.205
Hombres;Total Universidades Privadas No Presenciales;Total Ingeniería, industria y construcción;962
Hombres;Total Universidades Privadas No Presenciales;520 - Ingeniería y profesiones afines;286
Hombres;Total Universidades Privadas No Presenciales;521 - Mecánica y metalurgia;..
Hombres;Total Universidades Privadas No Presenciales;522 - Electricidad y energía;..
Hombres;Total Universidades Privadas No Presenciales;523 - Electrónica y automática;676
Hombres;Total Universidades Privadas No Presenciales;524 - Procesos químicos;..
Hombres;Total Universidades Privadas No Presenciales;525 - Vehículos de motor, barcos y aeronaves;..
Hombres;Total Universidades Privadas No Presenciales;541 - Industria de la alimentación;..
Hombres;Total Universidades Privadas No Presenciales;544 - Minería y extracción;..
Hombres;Total Universidades Privadas No Presenciales;581 - Arquitectura y urbanismo;..
Hombres;Total Universidades Privadas No Presenciales;582 - Construcción e ingeniería civil;..
Hombres;Total Universidades Privadas No Presenciales;Total Agricultura y veterinaria;..
Hombres;Total Universidades Privadas No Presenciales;621 - Producción agrícola y explotación ganadera;..
Hombres;Total Universidades Privadas No Presenciales;623 - Silvicultura;..
Hombres;Total Universidades Privadas No Presenciales;641 - Veterinaria;..
Hombres;Total Universidades Privadas No Presenciales;Total Salud y servicios sociales;214
Hombres;Total Universidades Privadas No Presenciales;720 - Salud;..
Hombres;Total Universidades Privadas No Presenciales;721 - Medicina;..
Hombres;Total Universidades Privadas No Presenciales;723 - Enfermería y atención a enfermos;..
Hombres;Total Universidades Privadas No Presenciales;724 - Estudios dentales;..
Hombres;Total Universidades Privadas No Presenciales;725 - Tecnología de diagnóstico y tratamiento médico;..
Hombres;Total Universidades Privadas No Presenciales;726 - Terapia y rehabilitación;159
Hombres;Total Universidades Privadas No Presenciales;727 - Farmacia;..
Hombres;Total Universidades Privadas No Presenciales;762 - Trabajo social y orientación;55
Hombres;Total Universidades Privadas No Presenciales;Total Servicios;529
Hombres;Total Universidades Privadas No Presenciales;811 - Hostelería;..
Hombres;Total Universidades Privadas No Presenciales;812 - Viajes, turismo y ocio;243
Hombres;Total Universidades Privadas No Presenciales;813 - Deportes;286
Hombres;Total Universidades Privadas No Presenciales;840 - Servicios de transporte;..
Hombres;Total Universidades Privadas No Presenciales;851 - Control y tecnología medioambiental;..
Hombres;A Distancia de Madrid;Total Ámbito;1.664
Hombres;A Distancia de Madrid;Total Educación;63
Hombres;A Distancia de Madrid;140 - Formación de personal docente y ciencias de la educación;..
Hombres;A Distancia de Madrid;142 - Ciencias de la educación;..
Hombres;A Distancia de Madrid;143 - Formación de docentes de enseñanza infantil;15
Hombres;A Distancia de Madrid;144 - Formación de docentes de enseñanza primaria;48
Hombres;A Distancia de Madrid;145 - Formación de docentes de enseñanza de temas especiales;..
Hombres;A Distancia de Madrid;146 - Formación de docentes de formación profesional;..
Hombres;A Distancia de Madrid;Total Artes y humanidades;75
Hombres;A Distancia de Madrid;211 - Bellas artes;..
Hombres;A Distancia de Madrid;212 - Música y artes del espectáculo;..
Hombres;A Distancia de Madrid;213 - Técnicas audiovisuales y medios de comunicación;..
Hombres;A Distancia de Madrid;214 - Diseño;..
Hombres;A Distancia de Madrid;220 - Humanidades;10
Hombres;A Distancia de Madrid;221 - Religión;..
Hombres;A Distancia de Madrid;222 - Lenguas extranjeras;..
Hombres;A Distancia de Madrid;223 - Lenguas y dialectos españoles;..
Hombres;A Distancia de Madrid;225 - Historia y arqueología;65
Hombres;A Distancia de Madrid;226 - Filosofía y ética;..
